TIMESTAMP,EQP_ID,S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S011,S012,S013,S014,S015,S016,S017,S018,S019,S020
2026-03-02 20:00:00,ETC01,57.421,44.721,47.044,46.774,46.925,48.522,46.339,46.799,61.915,49.846,45.046,49.382,54.541,44.122,53.375,52.087,42.6,39.421,42.831,49.66
2026-03-02 20:30:00,ETC01,57.294,44.809,47.072,46.849,46.922,48.551,46.242,46.872,61.963,49.796,45.01,49.406,54.537,43.97,53.357,52.177,42.736,39.396,42.697,49.723
2026-03-02 21:00:00,ETC01,57.371,44.792,47.148,46.868,46.894,48.402,46.233,46.931,61.9,49.698,44.908,49.312,54.431,43.982,53.472,52.217,42.834,39.38,42.894,49.72
2026-03-02 21:30:00,ETC01,57.424,44.781,47.103,46.81,47.078,48.264,46.217,46.906,61.857,49.749,44.887,49.376,54.433,44.036,53.479,52.265,42.84,39.499,42.96,49.725
2026-03-02 22:00:00,ETC01,57.441,44.761,47.124,46.825,47.101,48.269,46.246,46.856,61.905,49.779,44.891,49.384,54.468,43.931,53.394,52.214,42.765,39.594,42.955,49.559
2026-03-02 22:30:00,ETC01,57.436,44.766,47.173,46.782,47.077,48.23,46.245,46.901,61.888,49.702,44.981,49.456,54.373,43.911,53.442,,42.692,39.58,43.046,49.561
2026-03-02 23:00:00,ETC01,57.432,44.698,47.184,46.795,47.03,48.197,46.172,46.876,61.915,49.747,44.977,49.441,54.479,43.917,53.413,52.269,42.681,39.616,42.992,49.453
2026-03-02 23:30:00,ETC01,57.421,44.702,47.335,46.749,47.005,48.181,46.131,46.89,62.018,49.642,44.942,49.485,54.421,43.832,53.428,52.225,42.707,39.589,43.035,49.48
2026-03-03 00:00:00,ETC01,57.446,44.641,47.328,46.692,46.954,48.142,46.045,46.868,61.961,49.699,45.01,49.457,54.451,43.814,53.329,52.208,42.722,39.6,43.058,49.554
2026-03-03 00:30:00,ETC01,57.471,44.633,47.456,46.792,47.023,48.237,46.076,46.923,61.935,49.604,45.025,49.38,54.404,43.836,53.302,52.178,42.742,39.449,43.02,49.428
2026-03-03 01:00:00,ETC01,57.562,44.655,47.412,46.817,47.016,48.219,45.987,46.953,61.851,49.612,44.914,49.258,54.301,43.831,53.375,52.089,42.688,39.417,,49.413
2026-03-03 01:30:00,ETC01,57.521,44.659,47.479,46.853,46.995,48.275,45.948,46.985,61.73,49.597,44.957,49.274,54.341,43.786,53.311,52.073,42.607,39.51,43.056,49.436
2026-03-03 02:00:00,ETC01,57.579,44.658,47.535,46.942,46.999,48.26,45.997,46.926,61.706,49.718,44.932,49.197,54.418,43.859,53.292,52.055,42.638,39.489,43.057,49.41
2026-03-03 02:30:00,ETC01,57.617,44.58,47.553,47.004,46.917,48.136,45.992,46.915,61.621,49.637,44.957,49.213,54.481,43.798,53.348,52.03,42.704,39.489,43.156,49.489
2026-03-03 03:00:00,ETC01,57.619,44.699,47.512,46.996,46.912,48.054,45.96,47.028,61.504,49.619,44.908,49.282,54.509,43.843,53.299,52.088,42.838,39.494,43.177,49.598
2026-03-03 03:30:00,ETC01,57.799,44.699,47.599,47.086,46.962,48.059,45.99,47.05,61.485,49.614,44.952,49.404,54.533,43.781,53.244,51.997,42.808,39.541,43.236,49.573
2026-03-03 04:00:00,ETC01,57.842,44.653,47.592,47.028,47.057,48.084,46.067,47.12,61.497,49.533,45.051,49.494,54.494,43.826,53.309,52.062,42.816,39.487,43.201,49.525
2026-03-03 04:30:00,ETC01,57.833,44.634,47.67,47.111,47.055,47.991,46.041,47.103,61.442,49.597,45.058,49.555,54.526,43.74,53.29,52.075,42.771,39.506,43.336,49.472
2026-03-03 05:00:00,ETC01,57.887,44.626,47.639,47.14,47.044,48.071,45.991,47.095,61.448,49.602,45.111,49.493,54.468,43.688,53.254,52.076,42.754,39.562,43.376,49.456
2026-03-03 05:30:00,ETC01,57.922,44.572,47.662,47.12,47.081,48.052,45.982,47.089,61.544,49.548,45.251,49.455,54.343,43.689,53.264,52.052,42.706,39.627,43.379,49.39
2026-03-03 06:00:00,ETC01,58.034,44.593,47.764,47.056,47.074,48.029,45.988,47.172,61.661,49.456,45.274,49.569,54.398,43.77,53.309,52.01,42.723,39.586,43.366,49.448
2026-03-03 06:30:00,ETC01,58.084,44.714,47.661,46.975,,48.007,45.935,47.067,61.721,49.439,45.202,49.562,54.273,43.662,53.201,51.985,42.74,39.558,43.352,49.42
2026-03-03 07:00:00,ETC01,58.002,44.804,47.716,47.106,47.116,48.06,45.933,47.065,61.679,49.427,45.151,49.594,54.404,43.708,53.209,51.999,42.727,39.548,43.24,49.415
2026-03-03 07:30:00,ETC01,58.079,44.83,47.715,47.15,47.09,48.032,46.007,47.016,61.784,49.405,45.148,49.556,54.366,43.669,53.278,51.923,42.761,39.482,43.183,49.414
2026-03-03 08:00:00,ETC01,58.088,44.859,47.714,47.086,47.14,48.044,45.988,47.008,61.838,49.384,45.043,49.556,54.355,43.683,53.275,51.919,,39.427,43.14,49.413
2026-03-03 08:30:00,ETC01,58.118,44.927,47.661,46.981,47.138,47.96,46.053,46.985,61.751,49.477,45.019,49.429,54.25,43.712,53.237,51.881,42.786,39.421,43.116,49.289
2026-03-03 09:00:00,ETC01,58.102,44.88,47.609,47.012,47.154,48.056,46.113,46.999,61.731,49.488,44.96,49.364,54.308,43.759,53.162,51.969,42.836,39.32,43.133,49.409
2026-03-03 09:30:00,ETC01,58.073,44.848,47.648,47.059,47.182,48.014,46.078,47.012,61.675,49.488,44.901,49.352,54.346,43.697,53.118,52.115,42.827,39.32,43.237,49.388
2026-03-03 10:00:00,ETC01,58.065,44.77,47.574,47.124,47.238,47.979,46.065,47.051,61.656,49.462,44.939,49.362,54.365,43.775,53.054,52.264,42.818,39.376,43.296,49.476
2026-03-03 10:30:00,ETC01,58.005,44.721,47.54,47.08,47.195,47.831,46.045,47.092,61.676,49.535,44.913,49.369,54.334,43.883,53.072,52.283,42.953,39.276,43.349,49.439
2026-03-03 11:00:00,ETC01,58.116,44.63,47.441,47.15,47.117,47.861,46.069,47.082,61.677,49.527,44.909,49.369,54.318,43.92,53.06,52.242,42.899,39.227,43.417,49.444
2026-03-03 11:30:00,ETC01,58.163,44.612,47.449,47.16,47.133,47.855,46.147,47.014,61.618,49.516,44.851,49.372,54.301,43.846,53.142,52.108,42.986,39.295,43.331,49.402
2026-03-03 12:00:00,ETC01,58.172,44.651,47.484,47.117,47.198,47.786,46.094,47.061,61.59,49.615,44.793,49.268,54.351,43.832,53.301,52.119,42.956,,43.326,49.403
2026-03-03 12:30:00,ETC01,58.19,44.694,47.483,,47.072,47.809,46.186,47.098,61.549,49.687,44.796,49.335,54.326,43.945,53.277,52.088,43.003,39.219,43.346,49.292
2026-03-03 13:00:00,ETC01,58.207,44.705,47.483,47.0,47.102,47.87,46.192,47.153,61.597,49.692,44.781,49.291,54.326,43.968,53.255,52.194,43.022,39.212,43.185,49.373
2026-03-03 13:30:00,ETC01,58.146,44.726,47.457,46.936,47.137,47.927,46.044,47.147,61.57,49.613,44.76,49.381,54.429,43.909,53.291,52.21,43.074,39.162,,49.407
2026-03-03 14:00:00,ETC01,58.151,44.628,47.425,46.861,47.127,47.981,46.141,47.062,61.56,49.628,44.712,49.478,54.445,43.91,53.206,52.254,43.076,39.233,43.229,49.325
2026-03-03 14:30:00,ETC01,58.114,44.639,47.507,46.7,47.1,47.91,46.165,47.086,61.509,49.634,44.662,49.473,54.44,43.977,53.154,52.247,43.059,39.282,43.141,49.316
2026-03-03 15:00:00,ETC01,58.119,44.62,47.554,46.797,47.142,48.01,46.292,47.026,61.508,49.723,44.64,49.349,54.444,43.965,53.065,52.201,42.978,39.339,43.168,49.412
2026-03-03 15:30:00,ETC01,58.097,44.575,47.664,46.85,47.082,47.926,46.281,47.097,61.5,49.757,44.688,49.406,54.461,43.935,53.158,52.212,42.928,39.344,43.223,49.516
2026-03-03 16:00:00,ETC01,58.077,44.525,47.54,46.803,47.078,47.95,46.274,47.044,61.496,49.79,44.809,49.45,54.329,43.912,53.231,52.175,42.962,39.346,43.277,49.585
2026-03-03 16:30:00,ETC01,57.995,44.501,47.467,46.771,47.022,47.823,46.295,46.935,61.547,49.753,44.899,49.532,54.334,43.942,53.263,52.071,42.995,39.358,43.209,49.624
2026-03-03 17:00:00,ETC01,57.963,44.494,47.407,46.692,47.025,47.851,46.402,47.062,61.544,49.718,44.979,49.485,54.327,,53.257,52.147,42.939,39.445,43.268,49.584
2026-03-03 17:30:00,ETC01,57.95,44.548,47.456,46.701,46.962,47.766,46.424,47.108,61.558,49.633,44.936,49.403,54.265,43.858,53.238,52.074,42.874,39.515,43.351,49.529
2026-03-03 18:00:00,ETC01,57.92,44.562,47.442,46.824,46.983,47.917,46.493,47.01,61.48,49.753,45.005,49.421,54.32,43.804,53.274,52.193,42.853,39.599,43.328,49.46
2026-03-03 18:30:00,ETC01,57.939,44.586,47.435,46.845,47.036,48.012,46.497,46.895,61.358,49.766,45.039,49.338,54.391,43.849,53.247,52.209,42.89,39.64,43.28,49.436
2026-03-03 19:00:00,ETC01,57.864,44.496,47.449,46.805,47.014,47.995,46.565,46.965,61.401,49.778,45.024,49.339,54.393,43.85,53.153,52.222,42.915,39.628,43.181,49.491
2026-03-03 19:30:00,ETC01,57.846,44.387,47.469,46.736,46.914,48.021,46.616,47.009,61.284,49.733,44.925,49.311,54.436,43.826,53.19,52.206,42.959,39.624,43.158,49.44
2026-03-03 20:00:00,ETC01,57.868,44.405,47.458,46.77,46.893,48.029,46.606,47.005,61.258,49.706,44.965,49.31,54.373,43.914,53.251,52.36,42.903,39.572,43.198,49.479
2026-03-03 20:30:00,ETC01,57.896,44.388,47.517,46.794,46.956,48.012,46.627,47.04,61.331,49.739,44.995,,54.325,43.849,53.222,52.349,42.917,39.652,43.259,49.495
2026-03-03 21:00:00,ETC01,57.933,44.361,47.55,46.844,46.921,48.042,46.677,46.99,61.312,49.679,44.97,49.274,54.302,43.804,53.252,52.427,42.836,39.605,43.224,49.513
2026-03-03 21:30:00,ETC01,57.999,44.313,47.581,46.809,46.998,48.106,46.678,47.021,61.317,49.702,44.911,49.226,54.36,43.91,53.289,52.338,42.859,39.752,43.229,49.434
2026-03-03 22:00:00,ETC01,58.06,44.301,47.625,46.71,46.978,48.088,46.671,47.022,61.335,49.704,44.943,49.16,54.332,44.028,53.326,52.295,42.84,39.866,43.176,49.307
2026-03-03 22:30:00,ETC01,58.089,44.278,47.605,46.71,47.016,48.088,46.632,47.018,61.319,,45.077,49.186,54.316,44.017,53.21,52.255,42.878,39.888,43.197,49.271
2026-03-03 23:00:00,ETC01,58.155,44.256,47.641,46.668,46.968,48.064,46.532,47.145,61.301,49.866,44.996,49.13,54.346,44.011,53.205,52.357,42.94,39.868,43.284,49.392
2026-03-03 23:30:00,ETC01,58.167,44.248,47.722,46.621,46.95,48.027,46.599,47.149,61.361,49.904,44.957,49.19,54.328,43.996,53.18,52.377,42.99,39.917,43.335,49.397
2026-03-04 00:00:00,ETC01,58.103,44.301,47.844,46.558,46.979,47.991,46.674,47.082,61.295,49.895,44.957,49.227,54.264,43.982,53.247,52.416,43.064,39.874,43.305,49.488
2026-03-04 00:30:00,ETC01,58.159,44.351,47.899,46.417,47.053,48.001,46.698,47.076,61.255,49.961,44.927,49.2,54.392,43.914,53.358,52.433,43.104,39.924,43.293,49.541
2026-03-04 01:00:00,ETC01,58.104,44.353,47.828,46.37,,48.062,46.669,47.119,61.266,49.954,44.932,49.162,54.399,43.915,53.289,52.341,42.978,39.941,43.239,49.488
2026-03-04 01:30:00,ETC01,58.096,44.409,47.767,46.452,47.163,48.086,46.758,47.111,61.281,49.975,44.946,49.187,54.48,43.871,53.306,52.298,43.025,39.892,43.231,49.527
2026-03-04 02:00:00,ETC01,58.131,44.479,47.79,46.277,47.189,48.001,46.768,47.046,61.301,49.928,44.969,49.16,54.52,43.84,53.285,52.236,42.988,39.848,43.258,49.52
2026-03-04 02:30:00,ETC01,58.159,44.452,47.95,46.251,47.146,48.058,46.685,46.999,61.22,49.832,45.019,49.103,54.559,43.831,53.265,52.252,42.868,39.921,43.156,49.428
2026-03-04 03:00:00,ETC01,58.151,44.518,47.945,46.256,47.111,47.963,46.702,47.08,61.213,49.791,44.987,49.059,54.517,43.925,53.286,52.125,42.964,39.837,43.191,49.492
2026-03-04 03:30:00,ETC01,58.132,44.435,47.96,46.255,47.016,47.854,46.82,47.037,61.217,49.9,45.035,49.041,54.446,43.917,53.386,52.102,42.887,39.822,43.243,49.536
2026-03-04 04:00:00,ETC01,57.996,44.346,48.053,46.196,47.046,47.895,46.916,46.908,61.237,49.911,45.06,49.076,54.455,43.841,53.321,52.044,42.918,39.951,43.257,49.617
2026-03-04 04:30:00,ETC01,57.976,44.393,48.078,46.178,47.013,47.939,46.993,46.98,,49.985,45.12,49.037,54.445,43.831,53.28,52.037,42.891,39.97,43.3,49.539
2026-03-04 05:00:00,ETC01,57.976,44.489,48.03,46.059,47.058,47.825,46.968,46.97,61.317,49.924,45.056,49.111,54.455,43.855,53.189,51.906,42.862,39.946,43.331,49.464
2026-03-04 05:30:00,ETC01,57.963,,47.982,46.11,47.065,47.881,47.024,46.856,61.366,49.899,45.012,49.157,54.414,43.836,53.251,51.809,42.842,40.004,43.327,49.45
2026-03-04 06:00:00,ETC01,57.984,44.569,47.989,46.212,47.049,,46.953,46.827,61.408,49.915,44.946,49.215,54.335,43.761,53.247,51.842,42.765,40.125,43.339,49.444
2026-03-04 06:30:00,ETC01,58.057,44.563,48.066,46.095,47.227,48.011,46.888,46.766,61.397,49.821,44.957,49.265,54.266,43.666,53.249,51.943,42.775,40.158,43.408,49.435
2026-03-04 07:00:00,ETC01,58.025,44.512,48.042,46.142,47.195,48.053,46.831,46.797,61.368,49.75,45.054,49.271,54.262,43.74,53.23,51.992,42.761,40.102,43.35,49.367
2026-03-04 07:30:00,ETC01,58.06,44.564,48.07,46.128,47.209,48.072,46.827,46.787,61.372,49.714,44.987,49.237,54.289,43.772,53.299,51.905,42.811,40.079,43.306,49.368
2026-03-04 08:00:00,ETC01,58.076,44.57,48.081,46.042,47.234,48.07,46.733,46.735,61.376,49.791,45.034,49.234,54.298,43.799,53.303,51.905,42.724,40.082,43.403,49.316
2026-03-04 08:30:00,ETC01,58.114,44.476,48.072,46.077,47.215,48.064,46.631,46.755,61.484,49.907,44.994,49.139,54.24,43.96,53.354,51.845,42.841,40.069,43.371,49.363
2026-03-04 09:00:00,ETC01,58.078,44.416,48.081,46.12,47.123,48.007,46.65,46.762,61.595,49.903,44.881,49.139,54.249,43.925,53.264,51.87,42.8,40.139,43.346,49.476
2026-03-04 09:30:00,ETC01,58.047,44.445,48.105,46.096,47.148,47.973,46.689,46.744,61.637,49.883,44.839,49.321,54.218,43.897,53.327,51.922,42.83,40.159,43.211,49.529
2026-03-04 10:00:00,ETC01,58.028,44.451,48.059,46.115,47.184,48.027,46.663,46.723,61.656,49.92,44.816,49.24,54.195,43.89,53.427,51.879,42.838,,43.248,49.545
2026-03-04 10:30:00,ETC01,57.969,44.314,48.07,46.111,47.262,48.022,46.706,46.732,61.592,49.871,44.769,49.134,54.216,43.865,53.39,51.851,42.755,40.107,43.254,49.533
2026-03-04 11:00:00,ETC01,57.937,44.186,48.07,46.134,47.227,48.043,46.771,46.643,61.706,49.854,44.724,49.078,54.247,43.827,53.353,51.865,42.826,40.046,43.137,49.558
2026-03-04 11:30:00,ETC01,57.916,44.201,48.184,46.155,47.387,48.058,46.723,46.738,61.727,49.844,44.677,49.114,54.202,43.76,53.313,51.976,42.813,40.099,43.029,49.567
2026-03-04 12:00:00,ETC01,57.955,44.168,48.177,46.126,47.394,48.061,46.719,46.742,61.771,49.765,44.65,49.089,54.207,43.846,53.334,52.014,42.796,40.013,43.044,49.568
2026-03-04 12:30:00,ETC01,57.966,44.16,48.165,46.078,47.417,47.966,46.658,46.719,61.644,49.874,44.69,49.087,54.239,43.93,53.245,52.117,42.849,40.061,43.06,49.468
2026-03-04 13:00:00,ETC01,57.887,44.117,48.177,46.064,47.408,47.94,46.684,46.805,61.545,49.92,44.764,49.116,54.141,43.83,53.298,,42.779,40.006,43.091,49.481
2026-03-04 13:30:00,ETC01,57.932,44.085,48.255,46.017,47.412,48.044,46.604,46.787,61.585,49.917,44.794,49.157,54.124,43.81,53.319,52.007,42.765,40.029,43.049,49.437
2026-03-04 14:00:00,ETC01,57.897,44.114,48.305,45.966,47.37,48.12,46.709,46.759,61.662,49.822,44.801,49.132,54.148,43.733,53.264,51.923,42.785,40.009,43.021,49.298
2026-03-04 14:30:00,ETC01,57.881,44.147,48.414,45.895,47.317,48.243,46.689,46.823,61.819,49.825,44.79,49.224,54.249,43.686,53.145,51.919,42.754,40.024,43.034,49.203
2026-03-04 15:00:00,ETC01,57.833,44.14,48.438,45.843,47.374,48.165,46.775,46.811,61.813,49.799,44.794,49.297,54.231,43.795,53.17,51.999,42.779,40.011,43.154,49.103
2026-03-04 15:30:00,ETC01,57.817,44.174,48.397,45.932,47.384,48.295,46.732,46.798,61.751,49.811,44.713,49.261,54.154,43.838,53.054,52.054,42.734,40.001,43.266,49.086
2026-03-04 16:00:00,ETC01,57.945,44.146,48.358,45.862,47.339,48.417,46.779,46.692,61.777,49.852,44.786,49.243,54.118,43.939,53.121,52.075,42.794,40.005,43.177,49.129
2026-03-04 16:30:00,ETC01,57.884,44.223,48.491,45.835,47.379,48.472,46.798,46.649,61.84,49.824,44.766,49.206,54.192,43.919,53.14,52.021,42.768,40.007,43.161,49.138
2026-03-04 17:00:00,ETC01,57.868,44.23,48.491,45.763,47.449,48.478,46.768,46.702,61.931,49.946,44.705,49.292,54.233,44.016,53.085,52.058,42.764,40.061,43.145,49.034
2026-03-04 17:30:00,ETC01,57.919,44.219,48.498,45.761,47.533,48.506,46.827,46.57,61.977,49.91,44.733,49.266,54.193,44.043,53.098,,42.805,40.066,43.105,49.106
2026-03-04 18:00:00,ETC01,57.98,44.281,48.443,45.841,47.526,48.458,46.799,46.53,62.101,49.938,44.744,49.148,54.165,44.09,53.243,52.106,42.845,40.03,43.162,48.983
2026-03-04 18:30:00,ETC01,57.959,44.183,48.505,45.891,47.633,48.514,46.805,46.491,62.049,49.943,44.764,49.095,54.143,44.078,53.257,52.147,42.786,39.942,43.237,49.046
2026-03-04 19:00:00,ETC01,58.002,44.156,48.513,45.959,47.528,48.554,46.866,46.433,62.059,49.993,44.784,49.026,54.109,44.06,53.227,52.223,42.876,39.908,43.204,49.011
2026-03-04 19:30:00,ETC01,58.04,44.183,48.469,45.996,47.539,48.571,46.837,46.378,62.038,50.028,44.814,49.002,54.082,44.04,53.299,52.156,42.866,39.797,43.234,49.1
2026-03-04 20:00:00,ETC01,58.049,44.168,48.418,45.976,47.499,48.53,46.752,46.389,62.001,50.035,44.76,49.03,53.982,43.996,53.329,52.243,42.892,39.771,43.21,49.113
2026-03-04 20:30:00,ETC01,58.018,44.087,48.434,46.0,47.572,48.508,46.813,46.452,61.978,50.046,44.747,49.068,54.005,43.997,53.367,52.362,43.049,39.789,43.174,49.104
2026-03-04 21:00:00,ETC01,58.077,44.097,48.486,46.006,47.631,48.453,46.902,46.505,62.038,49.991,44.853,49.205,54.104,44.069,53.284,52.375,43.081,39.828,43.18,49.066
2026-03-04 21:30:00,ETC01,58.025,44.069,48.527,46.045,47.699,48.395,46.863,46.33,61.981,49.976,44.75,49.11,54.083,44.072,53.272,52.268,43.143,39.843,43.142,49.123
2026-03-04 22:00:00,ETC01,58.168,44.024,48.58,46.016,47.758,48.394,46.853,46.378,61.847,50.042,44.706,49.042,54.031,44.088,53.225,52.346,43.208,39.735,43.218,49.085
2026-03-04 22:30:00,ETC01,58.071,44.053,48.556,46.069,47.77,,46.953,46.364,61.795,50.12,44.796,49.026,53.993,44.155,53.266,52.337,43.167,39.747,43.266,49.084
2026-03-04 23:00:00,ETC01,58.101,44.152,48.656,46.124,47.813,48.467,47.013,46.347,61.756,50.151,44.713,49.065,54.04,44.041,53.331,52.32,43.12,39.713,43.273,49.064
2026-03-04 23:30:00,ETC01,58.164,44.13,48.536,45.957,47.76,48.392,47.068,46.333,61.69,50.165,44.626,49.096,53.99,44.061,53.278,52.243,43.173,39.701,43.256,49.123
2026-03-05 00:00:00,ETC01,58.219,44.092,48.565,45.929,47.741,48.315,47.091,,61.714,50.207,44.628,49.096,53.976,44.132,53.264,52.315,43.098,39.664,43.305,49.046
2026-03-05 00:30:00,ETC01,58.205,44.083,48.636,45.909,47.731,48.391,47.057,46.236,61.72,50.18,44.643,49.042,53.927,44.23,53.304,52.273,43.123,39.743,43.316,49.036
2026-03-05 01:00:00,ETC01,58.158,44.095,48.724,45.918,47.731,48.355,47.025,46.175,61.797,50.269,44.638,49.054,53.89,44.141,53.235,52.3,43.033,39.805,43.337,49.085
2026-03-05 01:30:00,ETC01,58.131,,48.709,45.981,47.816,,47.022,46.203,61.791,50.205,44.5,49.067,53.982,44.183,53.309,52.247,43.014,39.788,43.258,48.938
2026-03-05 02:00:00,ETC01,58.066,43.969,48.78,45.926,47.842,48.326,47.07,46.201,61.735,50.19,44.496,48.968,54.007,44.257,53.185,52.22,42.982,39.757,43.225,48.888
2026-03-05 02:30:00,ETC01,57.989,,48.78,45.941,47.743,48.274,47.024,46.195,61.755,50.269,44.474,48.998,54.055,44.271,53.054,52.138,42.956,39.643,43.188,48.8
2026-03-05 03:00:00,ETC01,57.988,43.865,48.766,46.063,47.695,48.27,47.028,46.165,61.781,50.208,44.565,49.046,54.052,44.325,53.143,52.106,43.12,39.577,43.259,48.848
2026-03-05 03:30:00,ETC01,58.008,43.872,48.647,46.056,47.651,48.224,47.032,46.167,61.795,50.163,44.559,49.108,53.963,44.381,53.141,52.074,43.028,39.611,43.299,48.897
2026-03-05 04:00:00,ETC01,57.938,43.833,48.574,46.058,47.589,48.15,47.067,46.176,61.868,50.162,44.559,49.058,54.047,44.398,53.12,51.943,43.018,39.688,43.389,48.954
2026-03-05 04:30:00,ETC01,57.944,43.854,48.628,46.159,47.568,48.224,47.043,46.242,61.878,50.167,44.486,49.039,54.01,44.406,53.183,51.971,43.055,39.72,43.326,49.003
